id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd,error_x,error_y,error_z,affine_matrix
5043,3505,520,52035,20350,[ -1 -75  45],[ 14 -92  60],[ 19 -77  75],[25 13 45],1.3233858453531866e-13,6.750155989720952e-14,-1.0658141036401503e-13,"[[1.0, 1.2532433202202295e-15, 1.5495309448692118e-15, 1.3977668454564434e-14], [-1.2532433202202313e-15, 1.0, 1.0902829244279138e-15, 1.1527956713511656e-14], [-1.5495309448692106e-15, -1.1102230246251565e-15, 1.0, -7.074595427790553e-14], [0.0, 0.0, 0.0, 1.0]]"
5044,3505,525,52535,25350,[ -1 -70  50],[ 19 -92  65],[ 24 -72  75],[30 18 35],-1.0969003483296547e-13,-1.0658141036401503e-14,-4.263256414560601e-14,"[[1.0, 2.423955387585506e-16, -2.1430257345136905e-15, -3.786415261092819e-16], [-2.423955387585499e-16, 1.0, 3.7183083701871154e-16, -2.920596012301492e-14], [2.1430257345136905e-15, -3.885780586188048e-16, 1.0, -3.544064487167184e-14], [0.0, 0.0, 0.0, 1.0]]"
5045,3505,530,53035,30350,[ -1 -65  55],[ 24 -92  70],[ 29 -67  75],[35 23 25],-9.50350909079134e-14,3.552713678800501e-15,-2.842170943040401e-14,"[[1.0, 1.025300325348025e-16, -1.1009454701171947e-15, -3.840597685484998e-14], [-1.0253003253480223e-16, 0.9999999999999999, 1.916523741714047e-16, -4.438732442468836e-15], [1.1009454701171945e-15, -3.3306690738754696e-16, 1.0, -1.9151726617123366e-14], [0.0, 0.0, 0.0, 1.0]]"
5046,3505,540,54035,40350,[ -1 -55  65],[ 34 -92  80],[ 39 -57  75],[45 33  5],1.687538997430238e-14,-3.552713678800501e-14,0.0,"[[1.0, 9.995608547994807e-17, -6.875917362910981e-17, 1.7674545327556812e-14], [-9.995608547994817e-17, 0.9999999999999998, -7.83870108798953e-16, 1.5598931953551312e-14], [6.875917362910974e-17, 9.43689570931383e-16, 1.0, -2.5357487104345383e-14], [0.0, 0.0, 0.0, 1.0]]"
5047,3505,545,54535,45350,[ -1 -50  70],[ 39 -92  85],[ 44 -52  75],[50 38 -5],2.220446049250313e-15,-1.8118839761882555e-13,1.1368683772161603e-13,"[[1.0, -8.192501607468601e-17, 2.65750028667455e-16, -9.777506522676303e-15], [8.19250160746868e-17, 0.9999999999999999, -2.951028676311601e-15, -1.648989516314789e-14], [-2.657500286674548e-16, 2.9976021664879227e-15, 0.9999999999999999, 3.560542917378543e-14], [0.0, 0.0, 0.0, 1.0]]"
5048,3505,550,55035,50350,[ -1 -45  75],[ 44 -92  90],[ 49 -47  75],[ 55  43 -15],-1.9095836023552692e-14,-1.1723955140041653e-13,5.684341886080802e-14,"[[1.0, 1.6076876938828525e-16, 2.335886436177531e-16, -3.604895645328056e-14], [-1.6076876938828478e-16, 0.9999999999999999, -2.1095906361873993e-15, -1.630279304096889e-15], [-2.3358864361775345e-16, 2.1649348980190553e-15, 1.0, -5.013496948537077e-15], [0.0, 0.0, 0.0, 1.0]]"
5049,35010,105,10535,5350,[  4 -85  20],[ -1 -87  35],[  9 -92  65],[ 15 -12  75],-2.7977620220553945e-13,-1.7053025658242404e-13,7.105427357601002e-14,"[[1.0, 3.265479452354427e-15, -5.832594440637783e-15, -3.173712620152543e-14], [-3.2654794523544438e-15, 1.0000000000000002, -2.9404188306998423e-15, 1.1092248494108697e-14], [5.832594440637772e-15, 3.0531133177191805e-15, 1.0, -4.065690290707842e-14], [0.0, 0.0, 0.0, 1.0]]"
5050,35010,1015,101535,15350,[  4 -75  30],[  9 -87  45],[ 19 -82  65],[25 -2 55],3.8531124957330576e-09,6.483993786332576e-09,-6.003332941872941e-09,"[[1.0, 9.325311659879967e-11, -5.6627421451271244e-12, 1.7428093096781264e-09], [-9.325330759576534e-11, 1.0000000000000004, 1.3583285691651232e-10, -7.027007393362804e-10], [5.662893765023824e-12, -1.3583301150532634e-10, 1.0000000000000004, -2.4930723273633707e-09], [0.0, 0.0, 0.0, 1.0]]"
5051,35010,1020,102035,20350,[  4 -70  35],[ 14 -87  50],[ 24 -77  65],[30  3 45],-7.878142582740111e-13,-2.1458390619955026e-12,2.3376856006507296e-12,"[[0.9999999999999999, -9.795126033013769e-15, 2.0692414352357817e-15, -6.495756939271056e-13], [9.750817626783035e-15, 0.9999999999999999, -3.024247899430971e-14, -4.763153988122624e-13], [-2.0539125955565396e-15, 3.036459972349803e-14, 1.0, 1.559592539394476e-12], [0.0, 0.0, 0.0, 1.0]]"
5052,35010,1025,102535,25350,[  4 -65  40],[ 19 -87  55],[ 29 -72  65],[35  8 35],-3.3661962106634746e-13,6.323830348264892e-13,-1.4139800441625994e-12,"[[0.9999999999999999, -9.313604444800062e-15, 5.9455701830971934e-15, -4.316695178924355e-13], [9.202026366221131e-15, 1.0000000000000002, 1.55878560486673e-14, -3.2059465682998413e-13], [-6.045944994648167e-15, -1.5893753327334004e-14, 0.9999999999999998, -9.510647441877955e-13], [0.0, 0.0, 0.0, 1.0]]"
5053,35010,1030,103035,30350,[  4 -60  45],[ 24 -87  60],[ 34 -67  65],[40 13 25],-6.483702463810914e-13,1.6697754290362354e-13,-2.5579538487363607e-13,"[[1.0, -7.406476287485391e-15, 1.2284510450504972e-14, -1.1555409051252505e-12], [7.331242293732752e-15, 0.9999999999999999, 3.14389643484821e-15, -5.17025422873183e-14], [-1.226796442210798e-14, -2.9976021664879227e-15, 0.9999999999999998, -9.414131546573405e-14], [0.0, 0.0, 0.0, 1.0]]"
5054,35010,1040,104035,40350,[  4 -50  55],[ 34 -87  70],[ 44 -57  65],[50 23  5],-2.042810365310288e-14,-1.0658141036401503e-13,-6.394884621840902e-14,"[[1.0, -7.200782519958867e-16, 2.1425695646345658e-16, -1.3648217083479372e-14], [7.200782519958866e-16, 0.9999999999999998, 7.756516102344473e-16, -1.4814953492313803e-13], [-2.142569564634572e-16, -9.43689570931383e-16, 0.9999999999999998, -2.6183587388678328e-14], [0.0, 0.0, 0.0, 1.0]]"
5055,35010,1045,104535,45350,[  4 -45  60],[ 39 -87  75],[ 49 -52  65],[55 28 -5],2.398081733190338e-13,6.750155989720952e-14,5.400124791776761e-13,"[[0.9999999999999999, 8.320742633661511e-16, 6.906906950860617e-16, 1.7971025498275357e-13], [-8.184624674158731e-16, 1.0, -1.479451013389651e-15, 1.5719844448132239e-13], [-7.216449660063518e-16, 1.4988010832439613e-15, 0.9999999999999999, 5.146635609735083e-13], [0.0, 0.0, 0.0, 1.0]]"
5056,35010,1050,105035,50350,[  4 -40  65],[ 44 -87  80],[ 54 -47  65],[ 60  33 -15],3.552713678800501e-13,-4.263256414560601e-14,2.984279490192421e-13,"[[1.0, -1.6956971983734683e-16, 1.5676643666419263e-15, 2.700839155331098e-13], [1.6956971983734838e-16, 0.9999999999999996, -2.6839095932281146e-16, -1.6057514241841292e-14], [-1.5676643666419267e-15, 9.575673587391975e-16, 0.9999999999999997, 3.0317226321133413e-13], [0.0, 0.0, 0.0, 1.0]]"
5057,35015,155,15535,5350,[  9 -80  10],[ -1 -82  25],[ 14 -92  55],[ 20 -22  75],-1.4210854715202004e-14,-1.0658141036401503e-13,3.552713678800501e-14,"[[1.0, -3.058350778462275e-16, -5.447674906187228e-16, 2.4836559819407505e-14], [3.0583507784622667e-16, 1.0000000000000002, -1.4809525441479976e-15, -2.986122380230979e-14], [5.447674906187233e-16, 1.3322676295501878e-15, 1.0, -2.932186891384613e-15], [0.0, 0.0, 0.0, 1.0]]"
5058,35015,1510,151035,10350,[  9 -75  15],[  4 -82  30],[ 19 -87  55],[ 25 -17  65],-1.5987211554602254e-13,-1.5987211554602254e-13,4.263256414560601e-14,"[[1.0, -2.36964121869292e-15, -8.816796155379159e-16, -4.9631225692162076e-14], [2.284468400425715e-15, 1.0, -2.6987673579472592e-15, -1.837314803263595e-14], [9.43689570931383e-16, 2.6645352591003757e-15, 1.0, -2.67374847211856e-14], [0.0, 0.0, 0.0, 1.0]]"
5059,35015,1520,152035,20350,[  9 -65  25],[ 14 -82  40],[ 29 -77  55],[35 -7 45],5.684341886080802e-14,2.2382096176443156e-12,-2.9842794901924208e-12,"[[1.0, -1.8681506885347372e-14, 2.570034535985403e-14, -1.034319156209617e-12], [1.8970524625437868e-14, 1.0, 4.1165345062417535e-14, -4.2065953429934663e-13], [-2.5743296383495817e-14, -4.163336342344337e-14, 1.0, -1.7236907806347238e-12], [0.0, 0.0, 0.0, 1.0]]"
5060,35015,1525,152535,25350,[  9 -60  30],[ 19 -82  45],[ 34 -72  55],[40 -2 35],-5.32196509084315e-12,-8.503064918841119e-11,1.5652545926059247e-10,"[[1.0000000000000004, -7.833741986127314e-14, 6.191987340905403e-14, -7.142527732547973e-12], [7.840351385684222e-14, 1.0000000000000002, -1.3804882217594312e-12, -2.786139274742437e-12], [-6.205452818264234e-14, 1.3807843757263072e-12, 1.0, 1.2353016327005775e-10], [0.0, 0.0, 0.0, 1.0]]"
5061,35015,1530,153035,30350,[  9 -55  35],[ 24 -82  50],[ 39 -67  55],[45  3 25],-1.2096990076315706e-12,-1.0622613899613498e-12,3.666400516522117e-12,"[[0.9999999999999999, -2.0060643902022295e-14, 3.512611915285009e-14, -2.8318992466971337e-12], [2.0278415642824672e-14, 0.9999999999999999, -2.6124286463256394e-14, 3.17202258192691e-13], [-3.524958103184872e-14, 2.603472992745992e-14, 0.9999999999999999, 3.382851083267054e-12], [0.0, 0.0, 0.0, 1.0]]"
5062,35015,1540,154035,40350,[  9 -45  45],[ 34 -82  60],[ 49 -57  55],[55 13  5],-2.859934511434403e-13,2.7000623958883807e-13,-7.958078640513122e-13,"[[1.0, 1.3115354379764716e-15, -4.949251882196742e-15, -1.9979090054665183e-14], [-1.3115354379764645e-15, 1.0000000000000002, 1.0833446307805565e-15, 2.1038247203806812e-13], [4.949251882196743e-15, -1.3322676295501878e-15, 1.0000000000000002, -8.263734779444736e-13], [0.0, 0.0, 0.0, 1.0]]"
5063,35015,1545,154535,45350,[  9 -40  50],[ 39 -82  65],[ 54 -52  55],[60 18 -5],-5.5067062021407764e-14,-7.105427357601002e-14,-7.318590178329032e-13,"[[1.0, -1.165245376996422e-15, -4.276323341207636e-15, 2.309410305730744e-13], [1.1652453769964304e-15, 1.0, 1.9068522373977137e-15, -1.9391251698676988e-13], [4.276323341207634e-15, -1.9845236565174673e-15, 0.9999999999999999, -7.166708031595522e-13], [0.0, 0.0, 0.0, 1.0]]"
5064,35015,1550,155035,50350,[  9 -35  55],[ 44 -82  70],[ 59 -47  55],[ 65  23 -15],5.773159728050814e-13,-3.552713678800501e-14,3.765876499528531e-13,"[[0.9999999999999998, -1.0974495228861686e-16, -5.090183169683343e-15, 8.87854720320826e-13], [1.82281205482017e-16, 0.9999999999999999, 1.167227154294441e-15, -1.0451550189316947e-13], [4.773959005888173e-15, -9.645062526431047e-16, 0.9999999999999996, 3.8671812698268763e-13], [0.0, 0.0, 0.0, 1.0]]"
5065,35020,205,20535,5350,[ 14 -75   0],[ -1 -77  15],[ 19 -92  45],[ 25 -32  75],-2.3092638912203256e-14,-9.947598300641403e-14,9.237055564881302e-14,"[[1.0, -1.9251891991434008e-16, -2.273431440609136e-16, -4.727946349843125e-15], [1.925189199143397e-16, 1.0, -1.7564559409933507e-15, 1.021304004373163e-14], [2.2734314406091393e-16, 1.7763568394002505e-15, 1.0, 5.231360647493387e-14], [0.0, 0.0, 0.0, 1.0]]"
5066,35020,2010,201035,10350,[ 14 -70   5],[  4 -77  20],[ 24 -87  45],[ 30 -27  65],1.0658141036401503e-13,7.815970093361102e-14,-7.815970093361102e-14,"[[1.0, -3.8596604050668557e-16, 1.0672069600047535e-15, 4.839877927587873e-14], [3.8596604050668414e-16, 0.9999999999999999, 1.4277016887237704e-15, -1.5691336973310276e-14], [-1.0672069600047539e-15, -1.3322676295501878e-15, 1.0, -3.062522277930984e-14], [0.0, 0.0, 0.0, 1.0]]"
5067,35020,2015,201535,15350,[ 14 -65  10],[  9 -77  25],[ 29 -82  45],[ 35 -22  55],-1.1368683772161603e-13,1.9539925233402755e-13,-3.339550858072471e-13,"[[1.0, 2.402329091097907e-16, -6.039440628488232e-17, -1.152895024914518e-13], [-2.4023290910979056e-16, 0.9999999999999998, 3.4157104122784223e-15, -1.443690832100892e-14], [6.039440628488314e-17, -3.3861802251067274e-15, 1.0, -2.6032975021180743e-13], [0.0, 0.0, 0.0, 1.0]]"
5068,35020,2025,202535,25350,[ 14 -55  20],[ 19 -77  35],[ 39 -72  45],[ 45 -12  35],-1.1723955140041653e-13,2.877698079828406e-13,-1.1368683772161603e-13,"[[1.0, 8.72923452394109e-16, -9.033316555977841e-16, -8.097238869690901e-14], [-8.729234523941122e-16, 1.0, -3.747022850749393e-15, 5.35286042962916e-13], [9.03331655597781e-16, 3.552713678800501e-15, 0.9999999999999999, -2.0143303284951362e-13], [0.0, 0.0, 0.0, 1.0]]"
5069,35020,2030,203035,30350,[ 14 -50  25],[ 24 -77  40],[ 44 -67  45],[50 -7 25],-2.6929569685307797e-12,8.512301974406e-12,-2.2382096176443156e-11,"[[0.9999999999999999, -1.3253520151213962e-14, -2.881221853386655e-14, -5.713522515324039e-13], [1.3231990617313167e-14, 1.0, 1.8255044619340693e-13, -3.197435670014905e-12], [2.872008186827202e-14, -1.8252066524837574e-13, 1.0, -1.864410143508649e-11], [0.0, 0.0, 0.0, 1.0]]"
5070,35020,2040,204035,40350,[ 14 -40  35],[ 34 -77  50],[ 54 -57  45],[60  3  5],-1.779909553079051e-12,-6.217248937900877e-13,4.376943252282217e-12,"[[1.0, -1.4374382065507962e-14, 5.525074466377632e-14, -4.945934734668205e-12], [1.4450196922407342e-14, 1.0000000000000002, -1.8629475255377535e-14, 3.627384283118824e-13], [-5.523359547510154e-14, 1.865174681370263e-14, 1.0, 4.679511229928294e-12], [0.0, 0.0, 0.0, 1.0]]"
5071,35020,2045,204535,45350,[ 14 -35  40],[ 39 -77  55],[ 59 -52  45],[65  8 -5],-2.149391775674303e-13,-6.039613253960852e-13,2.842170943040401e-14,"[[1.0, -5.328565498853598e-15, 2.0180809485291078e-15, -2.224684127461401e-13], [5.208183248841842e-15, 1.0000000000000007, 6.566264690970113e-15, -1.1025295751256247e-12], [-2.0539125955565396e-15, -5.995204332975845e-15, 1.0000000000000002, 1.7615611427149453e-13], [0.0, 0.0, 0.0, 1.0]]"
5072,35020,2050,205035,50350,[ 14 -30  45],[ 44 -77  60],[ 64 -47  45],[ 70  13 -15],2.504663143554353e-13,-2.6290081223123707e-13,1.3216094885137863e-12,"[[1.0000000000000002, -1.122637739572423e-15, 5.333899951590821e-15, -6.58985624582479e-14], [1.086344011320914e-15, 1.0000000000000002, 3.4179018363475185e-16, -3.0334843446913756e-13], [-5.329070518200751e-15, -8.049116928532385e-16, 1.0000000000000004, 1.3824225035044792e-12], [0.0, 0.0, 0.0, 1.0]]"
5073,35025,255,25535,5350,[ 19 -70 -10],[ -1 -72   5],[ 24 -92  35],[ 30 -42  75],-7.105427357601002e-14,2.4868995751603507e-14,-9.947598300641403e-14,"[[1.0, -5.809527924204989e-17, -1.4488568925414836e-15, 2.4431856815739072e-14], [5.809527924205046e-17, 1.0, 2.9167359894946615e-16, 3.1947756507301344e-15], [1.4488568925414836e-15, -3.885780586188048e-16, 1.0, -1.1932832976055574e-13], [0.0, 0.0, 0.0, 1.0]]"
5074,35025,2510,251035,10350,[ 19 -65  -5],[  4 -72  10],[ 29 -87  35],[ 35 -37  65],-2.842170943040401e-14,-1.7763568394002505e-14,5.684341886080802e-14,"[[1.0, 3.2789026273454057e-17, 5.259950235183105e-16, -6.32643979251764e-14], [-3.278902627345382e-17, 0.9999999999999998, -3.5715433617281716e-16, 1.0835010787121808e-14], [-5.259950235183105e-16, 4.440892098500626e-16, 1.0, 5.588763949649346e-14], [0.0, 0.0, 0.0, 1.0]]"
5075,35025,2515,251535,15350,[ 19 -60   0],[  9 -72  15],[ 34 -82  35],[ 40 -32  55],2.2382096176443156e-13,-1.2079226507921703e-13,3.126388037344441e-13,"[[1.0, 3.222040210392048e-16, 1.0302446154244873e-15, 1.4821078653062657e-13], [-3.2220402103920227e-16, 0.9999999999999999, -2.251212050099157e-15, 3.414913084609416e-14], [-1.030244615424488e-15, 2.4424906541753444e-15, 0.9999999999999999, 2.8989293609351585e-13], [0.0, 0.0, 0.0, 1.0]]"
5076,35025,2520,252035,20350,[ 19 -55   5],[ 14 -72  20],[ 39 -77  35],[ 45 -27  45],-8.526512829121202e-14,-1.1013412404281553e-13,2.2737367544323206e-13,"[[1.0, 2.43046115621904e-17, 3.322400729873682e-16, -1.0742033624129791e-13], [-2.430461156218998e-17, 1.0, -1.4582941065752345e-15, -1.3960632275600953e-14], [-3.3224007298736826e-16, 1.2212453270876722e-15, 1.0, 1.976554647355695e-13], [0.0, 0.0, 0.0, 1.0]]"
5077,35025,2530,253035,30350,[ 19 -45  15],[ 24 -72  30],[ 49 -67  35],[ 55 -17  25],-1.2079226507921703e-13,-5.435651928564766e-13,6.394884621840902e-13,"[[1.0, -2.711537934619325e-15, 4.191126491953214e-15, -3.415958575148374e-13], [2.711537934619334e-15, 0.9999999999999998, -1.9853790132197485e-15, -4.542521535844985e-13], [-4.191126491953209e-15, 2.0539125955565396e-15, 0.9999999999999999, 6.788889960304952e-13], [0.0, 0.0, 0.0, 1.0]]"
5078,35025,2540,254035,40350,[ 19 -35  25],[ 34 -72  40],[ 59 -57  35],[65 -7  5],-1.943689653671754e-11,-1.538325022920617e-12,-5.111644441058161e-11,"[[1.0000000000000002, -1.2056867620624625e-13, -8.295923700234178e-14, -1.1437820119244934e-11], [1.2057365887795705e-13, 1.0, 3.2520167824375734e-13, -2.5091339769503504e-11], [8.290850644909753e-14, -3.2530228510907477e-13, 1.0, -4.572944950310049e-11], [0.0, 0.0, 0.0, 1.0]]"
5079,35025,2545,254535,45350,[ 19 -30  30],[ 39 -72  45],[ 64 -52  35],[70 -2 -5],1.2391865311656147e-11,4.369837824924616e-13,-2.7000623958883807e-13,"[[1.0000000000000002, 4.990073738717241e-14, -1.7006745203293933e-13, 2.2617519397431825e-11], [-4.9911167800657497e-14, 1.0000000000000002, -9.626812514581302e-15, 1.9045516280300677e-12], [1.6997514507011147e-13, 9.26342336171615e-15, 1.0000000000000004, -3.3212389940670983e-12], [0.0, 0.0, 0.0, 1.0]]"
5080,35025,2550,255035,50350,[ 19 -25  35],[ 44 -72  50],[ 69 -47  35],[ 75   3 -15],-3.836930773104541e-12,1.9184653865522705e-13,-4.476419235288631e-12,"[[1.0, -7.447901479738581e-15, 1.460897279037623e-14, -4.647212810391505e-12], [7.427382319571428e-15, 1.0000000000000002, 1.0240396865551864e-14, -6.151944244950792e-13], [-1.4432899320127035e-14, -1.0515893711371405e-14, 1.0, -4.02061064332794e-12], [0.0, 0.0, 0.0, 1.0]]"
5081,35030,305,30535,5350,[ 24 -65 -20],[ -1 -67  -5],[ 29 -92  25],[ 35 -52  75],1.4921397450962104e-13,7.105427357601002e-15,9.947598300641403e-14,"[[1.0, -8.677306315221708e-17, 1.0718194751907352e-15, 7.698288584789524e-14], [8.677306315221717e-17, 0.9999999999999999, 8.027269869528986e-17, 2.4751264307588218e-15], [-1.0718194751907352e-15, 8.326672684688674e-17, 0.9999999999999999, 1.3983204704701978e-13], [0.0, 0.0, 0.0, 1.0]]"
5082,35030,3010,301035,10350,[ 24 -60 -15],[  4 -67   0],[ 34 -87  25],[ 40 -47  65],1.3500311979441904e-13,1.0658141036401503e-14,1.4210854715202004e-14,"[[1.0, 4.968037968468911e-17, 3.7173165400765294e-16, 1.0930772661227066e-13], [-4.968037968468913e-17, 1.0, 1.845632608959291e-16, 1.1734643188753346e-15], [-3.7173165400765294e-16, -2.7755575615628914e-17, 1.0, 2.2300614709903868e-14], [0.0, 0.0, 0.0, 1.0]]"
5083,35030,3015,301535,15350,[ 24 -55 -10],[  9 -67   5],[ 39 -82  25],[ 45 -42  55],1.0658141036401503e-14,-1.3500311979441904e-13,1.9895196601282805e-13,"[[1.0, 1.088524546698128e-16, 9.770857211954353e-16, -6.051667116424025e-14], [-1.0885245466981072e-16, 1.0000000000000002, -2.1133334532964235e-15, 1.0179140991888103e-14], [-9.770857211954355e-16, 2.0816681711721685e-15, 1.0, 1.6723823050365738e-13], [0.0, 0.0, 0.0, 1.0]]"
5084,35030,3020,302035,20350,[ 24 -50  -5],[ 14 -67  10],[ 44 -77  25],[ 50 -37  45],-4.263256414560601e-14,-1.1368683772161603e-13,8.526512829121202e-14,"[[1.0, 1.9716419709771446e-16, -8.067846371342818e-17, -3.761616050229326e-14], [-1.9716419709771458e-16, 1.0, -1.6742030424717792e-15, 7.732990554965184e-15], [8.067846371342785e-17, 1.6653345369377348e-15, 1.0, 5.562496293576037e-14], [0.0, 0.0, 0.0, 1.0]]"
5085,35030,3025,302535,25350,[ 24 -45   0],[ 19 -67  15],[ 49 -72  25],[ 55 -32  35],-4.156675004196586e-13,4.938272013532696e-13,-7.815970093361102e-13,"[[1.0, -3.3763051266089464e-15, 1.548747704912176e-15, -4.572891759853406e-13], [3.3840366433009272e-15, 1.0000000000000002, 7.296940221329975e-15, -8.679305894476979e-14], [-1.609823385706477e-15, -7.66053886991358e-15, 1.0, -6.132675213198364e-13], [0.0, 0.0, 0.0, 1.0]]"
5086,35030,3040,304035,40350,[ 24 -30  15],[ 34 -67  30],[ 64 -57  25],[ 70 -17   5],5.133671265866724e-12,1.4601653219870059e-12,9.123368727159686e-12,"[[1.0, 4.257799877788216e-14, -6.889372971641796e-15, 4.8002999722018e-12], [-4.263683353034186e-14, 1.0, -7.043626216983702e-14, 7.205937400472347e-12], [6.716849298982197e-15, 7.033262861000367e-14, 0.9999999999999999, 7.664248278943748e-12], [0.0, 0.0, 0.0, 1.0]]"
5087,35030,3045,304535,45350,[ 24 -25  20],[ 39 -67  35],[ 69 -52  25],[ 75 -12  -5],2.192223291785922e-09,-2.2716051262250403e-11,4.591854008140217e-09,"[[1.0000000000000004, 9.2200579442254e-12, 6.920589436781263e-12, 1.5371307514733064e-09], [-9.219931717355819e-12, 1.0000000000000004, -1.937992884143094e-11, 1.5067519911953417e-09], [-6.920741757454607e-12, 1.9380427818127544e-11, 1.0000000000000002, 4.3629208678064965e-09], [0.0, 0.0, 0.0, 1.0]]"
5088,35030,3050,305035,50350,[ 24 -20  25],[ 44 -67  40],[ 74 -47  25],[ 80  -7 -15],-9.588774219082552e-12,1.6484591469634324e-12,-1.057287590811029e-11,"[[0.9999999999999998, -1.3458082134853886e-14, 3.8656344887805575e-14, -1.2007885169552047e-11], [1.3444471188616272e-14, 1.0, 1.2375760023746928e-14, 5.189341223187783e-13], [-3.863576125695545e-14, -1.2448375663609568e-14, 0.9999999999999998, -9.535094007715492e-12], [0.0, 0.0, 0.0, 1.0]]"
5089,35040,405,40535,5350,[ 34 -55 -40],[ -1 -57 -25],[ 39 -92   5],[ 45 -72  75],-1.9539925233402755e-13,1.2434497875801753e-14,-9.947598300641403e-14,"[[1.0, -2.0620134085384392e-16, -1.4483197315194353e-15, -8.360910781665023e-14], [2.0620134085384417e-16, 0.9999999999999999, 2.8651277806644373e-16, -1.3275748409111493e-14], [1.4483197315194353e-15, -1.5785983631388945e-16, 0.9999999999999999, -1.2825723625177867e-13], [0.0, 0.0, 0.0, 1.0]]"
5090,35040,4010,401035,10350,[ 34 -50 -35],[  4 -57 -20],[ 44 -87   5],[ 50 -67  65],2.842170943040401e-14,0.0,-2.842170943040401e-14,"[[1.0, -3.255314023888513e-16, -2.1413642980326807e-16, 5.125805395802688e-14], [3.2553140238885135e-16, 0.9999999999999999, 2.2105422055510366e-16, -2.3384946861218856e-14], [2.1413642980326802e-16, -1.6653345369377348e-16, 1.0, -2.879898200084388e-14], [0.0, 0.0, 0.0, 1.0]]"
5091,35040,4015,401535,15350,[ 34 -45 -30],[  9 -57 -15],[ 49 -82   5],[ 55 -62  55],-3.552713678800501e-15,-5.329070518200751e-15,1.4210854715202004e-14,"[[1.0, 3.913801293500212e-16, 7.658205887822288e-16, -6.795187239191248e-14], [-3.9138012935002184e-16, 0.9999999999999994, -9.001745121062608e-17, 2.1457176775542877e-14], [-7.658205887822289e-16, -4.996003610813204e-16, 0.9999999999999999, 5.3854375669858076e-14], [0.0, 0.0, 0.0, 1.0]]"
5092,35040,4020,402035,20350,[ 34 -40 -25],[ 14 -57 -10],[ 54 -77   5],[ 60 -57  45],4.085620730620576e-13,1.5987211554602254e-14,2.2737367544323206e-13,"[[1.0, 3.950659301433174e-16, 5.222866915950719e-15, 8.049276647766252e-15], [-3.9506593014331864e-16, 0.9999999999999999, -3.8240325203904714e-17, 3.135230362843313e-14], [-5.2228669159507196e-15, -2.220446049250313e-16, 0.9999999999999999, 3.924293640911844e-13], [0.0, 0.0, 0.0, 1.0]]"
5093,35040,4025,402535,25350,[ 34 -35 -20],[ 19 -57  -5],[ 59 -72   5],[ 65 -52  35],3.268496584496461e-13,-3.019806626980426e-14,8.526512829121202e-14,"[[1.0, 4.756291169119682e-16, 2.3666867611782663e-15, 1.4274460778139772e-13], [-4.756291169119672e-16, 1.0, -7.038346819028729e-16, 3.557010008189698e-14], [-2.3666867611782663e-15, 4.0245584642661925e-16, 1.0, 1.5038387991571565e-13], [0.0, 0.0, 0.0, 1.0]]"
5094,35040,4030,403035,30350,[ 34 -30 -15],[ 24 -57   0],[ 64 -67   5],[ 70 -47  25],9.947598300641403e-14,7.460698725481052e-14,2.7000623958883807e-13,"[[1.0, 9.491385273887639e-16, 2.733454606464455e-15, -1.2039836291329626e-13], [-9.491385273887646e-16, 1.0, 2.599220658389497e-16, 8.25363687578945e-14], [-2.7334546064644546e-15, -2.220446049250313e-16, 1.0, 3.40715382924878e-13], [0.0, 0.0, 0.0, 1.0]]"
5095,35040,4045,404535,45350,[ 34 -15   0],[ 39 -57  15],[ 79 -52   5],[ 85 -32  -5],-2.2737367544323206e-13,-1.0480505352461478e-12,3.154809746774845e-12,"[[1.0000000000000002, -1.3860680401812581e-14, 3.183420260698158e-14, -2.423011579088178e-12], [1.3888936763136554e-14, 0.9999999999999999, 5.515403086640969e-15, -1.839646545368474e-12], [-3.187727859454981e-14, -5.384581669432009e-15, 1.0, 4.104479601783319e-12], [0.0, 0.0, 0.0, 1.0]]"
5096,35040,4050,405035,50350,[ 34 -10   5],[ 44 -57  20],[ 84 -47   5],[ 90 -27 -15],2.419398015263141e-12,-3.8191672047105385e-12,1.1340262062731199e-11,"[[1.0, -2.578802566057736e-14, 7.448671226012093e-14, -2.800188201847106e-12], [2.5799734947247743e-14, 0.9999999999999998, 1.2426719255132715e-14, -5.456981572605593e-12], [-7.4495964952348e-14, -1.2490009027033011e-14, 1.0, 1.3565346523649032e-11], [0.0, 0.0, 0.0, 1.0]]"
5097,35045,455,45535,5350,[ 39 -50 -50],[ -1 -52 -35],[ 44 -92  -5],[ 50 -82  75],6.750155989720952e-14,-8.881784197001252e-15,0.0,"[[1.0, 7.483529846796304e-17, 2.4784044818039406e-17, 6.398115669724595e-14], [-7.483529846796303e-17, 1.0, -1.974900866805137e-16, 8.509673918992235e-15], [-2.4784044818039422e-17, 1.6653345369377348e-16, 0.9999999999999999, 1.772400625376892e-14], [0.0, 0.0, 0.0, 1.0]]"
