id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd,error_x,error_y,error_z,affine_matrix
1278,54035,403530,35305,30540,[ 65 -15 -35],[ 60 -40   0],[ 55 -45 -25],[-15 -35 -15],-3.801403636316536e-13,-1.2612133559741778e-13,-2.8421709430404007e-13,"[[1.0, -2.080060067938457e-15, -4.748205347350087e-15, -4.847070663704258e-14], [2.080060067938458e-15, 1.0, 2.7524651465517053e-16, -2.0272976232792548e-13], [4.748205347350087e-15, -2.220446049250313e-16, 1.0, -4.177238497968889e-13], [0.0, 0.0, 0.0, 1.0]]"
1279,54035,403545,35455,45540,[ 65   0 -20],[ 75 -40  15],[ 70 -30 -25],[  0 -20 -45],-3.375077994860476e-13,-4.796163466380676e-14,-4.263256414560601e-14,"[[1.0, -6.176060943280902e-16, -3.5916755297108665e-16, -3.0393459170453777e-13], [6.176060943280902e-16, 1.0, 1.736130684241247e-16, -7.664605434352664e-14], [3.591675529710866e-16, -5.551115123125783e-17, 1.0, -6.213882418844538e-14], [0.0, 0.0, 0.0, 1.0]]"
1280,54035,403550,35505,50540,[ 65   5 -15],[ 80 -40  20],[ 75 -25 -25],[  5 -15 -55],2.7711166694643907e-13,3.161915174132446e-13,5.400124791776761e-13,"[[1.0, 1.1324021745851134e-15, 3.5537132917052476e-15, 3.3271210897487926e-14], [-1.1324021745851172e-15, 1.0, 1.0678609847057125e-15, 2.7838866551532907e-13], [-3.553713291705247e-15, -9.992007221626409e-16, 1.0, 6.485552003935545e-13], [0.0, 0.0, 0.0, 1.0]]"
1281,54045,40450,4505,540,[ 34 -26 -35],[ 30 -71   0],[ -6 -25 -45],[-76  47 -55],-2.1316282072803006e-14,2.842170943040401e-14,0.0,"[[1.0, 1.0927020330032498e-16, -6.01678834916644e-16, 2.0880466658429226e-14], [-1.0927020330032482e-16, 0.9999999999999999, 5.00899572271009e-16, -1.6587599189784186e-15], [6.016788349166442e-16, -2.914335439641036e-16, 0.9999999999999999, -1.386770934460944e-14], [0.0, 0.0, 0.0, 1.0]]"
1282,54045,404510,45105,10540,[ 75 -25 -75],[ 40 -30 -40],[ 45 -65 -45],[-25 -75  25],-2.518218629177227e-06,-6.541687422867426e-07,-2.349280123326025e-06,"[[0.9999999999999993, 1.459159123103284e-09, -3.059014850930303e-08, -3.740444682922894e-07], [-1.459159508331409e-09, 0.9999999999999999, -9.307804758640874e-09, 5.4344763323540694e-08], [3.059014808126648e-08, 9.30780452712554e-09, 0.9999999999999996, -3.5252852235154067e-06], [0.0, 0.0, 0.0, 1.0]]"
1283,54045,404515,45155,15540,[ 75 -20 -70],[ 45 -30 -35],[ 50 -60 -45],[-20 -70  15],1.5631940186722204e-12,-1.0267342531733448e-12,1.2221335055073723e-12,"[[1.0, -2.43324687404398e-14, 1.0371061023900301e-14, 1.0650679901586242e-12], [2.4362547324616817e-14, 1.0000000000000002, 9.847212251566786e-15, -2.5896155736090513e-12], [-1.0436096431476471e-14, -9.880984919163893e-15, 1.0000000000000002, 1.674908158970357e-12], [0.0, 0.0, 0.0, 1.0]]"
1284,54045,404520,45205,20540,[ 75 -15 -65],[ 50 -30 -30],[ 55 -55 -45],[-15 -65   5],-3.538502824085299e-12,-1.2363443602225743e-12,-2.7853275241795927e-12,"[[0.9999999999999999, -2.004815378389606e-15, -2.5303854740424843e-14, -1.7257821572718671e-12], [1.7421588878586326e-15, 1.0, -9.209498768470512e-15, -6.487311755387354e-13], [2.5368596112684827e-14, 9.381384558082573e-15, 1.0, -3.772895163660513e-12], [0.0, 0.0, 0.0, 1.0]]"
1285,54045,404525,45255,25540,[ 75 -10 -60],[ 55 -30 -25],[ 60 -50 -45],[-10 -60  -5],6.323830348264892e-13,3.1441516057384433e-13,4.405364961712621e-13,"[[1.0, 5.102487788233984e-16, 1.3077807851592314e-15, 5.341415193144928e-13], [-3.1769035301913307e-16, 1.0000000000000002, 1.8094175486362844e-17, 3.2352864416530617e-13], [-1.2212453270876722e-15, -2.7755575615628914e-17, 0.9999999999999998, 4.906132791345822e-13], [0.0, 0.0, 0.0, 1.0]]"
1286,54045,404530,45305,30540,[ 75  -5 -55],[ 60 -30 -20],[ 65 -45 -45],[ -5 -55 -15],2.7711166694643907e-13,4.192202140984591e-13,4.547473508864641e-13,"[[0.9999999999999999, 2.538963257416152e-15, 3.8531942330141545e-15, -6.85422852215176e-15], [-2.4465641596739205e-15, 1.0000000000000002, 2.338242111313438e-15, 3.39060766991098e-13], [-3.83026943495679e-15, -1.9984014443252818e-15, 1.0, 6.147766023466853e-13], [0.0, 0.0, 0.0, 1.0]]"
1287,54045,404535,45355,35540,[ 75   0 -50],[ 65 -30 -15],[ 70 -40 -45],[  0 -50 -25],-4.618527782440651e-13,4.085620730620576e-14,-5.684341886080802e-14,"[[1.0, 2.06733646753048e-15, -2.1354873945575756e-15, -3.3447638721093894e-13], [-2.0673364675304828e-15, 0.9999999999999999, -9.884461910313974e-16, 1.869856330306724e-13], [2.1354873945575737e-15, 1.214306433183765e-15, 0.9999999999999999, -1.2188639521864998e-13], [0.0, 0.0, 0.0, 1.0]]"
1288,54045,404550,45505,50540,[ 75  15 -35],[ 80 -30   0],[ 85 -25 -45],[ 15 -35 -55],4.547473508864641e-13,8.526512829121202e-14,5.684341886080801e-13,"[[1.0, 4.873127985045786e-16, 5.666000129137889e-15, 5.521586365229719e-14], [-4.873127985045772e-16, 1.0000000000000002, 2.1821884074379857e-16, 8.570893784781275e-14], [-5.666000129137888e-15, 2.220446049250313e-16, 1.0000000000000002, 7.474984303630183e-13], [0.0, 0.0, 0.0, 1.0]]"
1289,54050,40500,5005,540,[ 80 -30 -95],[ 30 -25 -60],[ 40 -75 -55],[-30 -95  45],-9.237055564881302e-14,1.7763568394002505e-15,0.0,"[[1.0, -1.2032215134733975e-15, -1.503387085401839e-16, -7.061161594645263e-14], [1.2032215134733975e-15, 1.0, 1.1690730466156228e-16, -5.4588462870351155e-14], [1.5033870854018378e-16, -1.1102230246251565e-16, 1.0, 1.9069540405358582e-15], [0.0, 0.0, 0.0, 1.0]]"
1290,54050,405010,50105,10540,[ 80 -20 -85],[ 40 -25 -50],[ 50 -65 -55],[-20 -85  25],3.950617610826157e-12,2.9825031333530205e-12,-2.8421709430404007e-13,"[[1.0, 3.0768797013930835e-14, -2.6115395673651874e-14, 5.636149792315007e-12], [-3.081394977196946e-14, 1.0000000000000002, -1.591592550102362e-14, 5.35629233945378e-12], [2.6069424396979457e-14, 1.6030579641501674e-14, 1.0, -1.4255485671638936e-12], [0.0, 0.0, 0.0, 1.0]]"
1291,54050,405015,50155,15540,[ 80 -15 -80],[ 45 -25 -45],[ 55 -60 -55],[-15 -80  15],-1.2234308357506052e-06,-2.6258562257908125e-07,-1.8083627821852133e-06,"[[0.9999999999999998, 1.5865109315054935e-09, -2.5061598000858025e-08, 6.090647908121762e-07], [-1.5865114912637156e-09, 1.0000000000000004, -7.724019394648854e-09, 3.679875565343517e-07], [2.5061598296627352e-08, 7.724018979970992e-09, 1.0, -2.8477123165866902e-06], [0.0, 0.0, 0.0, 1.0]]"
1292,54050,405020,50205,20540,[ 80 -10 -75],[ 50 -25 -40],[ 60 -55 -55],[-10 -75   5],-4.263256414560601e-13,-1.723066134218243e-12,-7.105427357601002e-13,"[[1.0000000000000002, -1.9653896729457504e-14, -9.09456232111109e-15, 3.869310518573019e-13], [1.9851878850239384e-14, 0.9999999999999996, -1.0904420253171344e-15, -2.4162027980775597e-12], [9.18709552877317e-15, 9.298117831235686e-16, 1.0000000000000002, -1.0854096351821185e-12], [0.0, 0.0, 0.0, 1.0]]"
1293,54050,405025,50255,25540,[ 80  -5 -70],[ 55 -25 -35],[ 65 -50 -55],[ -5 -70  -5],1.2434497875801753e-12,6.767919558114954e-13,2.1316282072803006e-13,"[[0.9999999999999999, 1.918959639327452e-15, -4.046610832399929e-15, 1.5320490801527183e-12], [-1.9343109648997743e-15, 0.9999999999999999, -9.084836115472105e-16, 8.198560405271027e-13], [4.052314039881821e-15, 7.771561172376096e-16, 1.0, 5.06429991437061e-14], [0.0, 0.0, 0.0, 1.0]]"
1294,54050,405030,50305,30540,[ 80   0 -65],[ 60 -25 -30],[ 70 -45 -55],[  0 -65 -15],-4.263256414560601e-13,-4.53859172466764e-13,1.4210854715202004e-14,"[[1.0000000000000004, -3.6957452216528776e-15, 1.7693976651298999e-15, -5.434384169298295e-13], [3.612812059244856e-15, 1.0000000000000009, 6.288399787196451e-16, -6.481703264844046e-13], [-1.77115266897232e-15, -6.054184931159057e-16, 0.9999999999999999, 1.0407336015713422e-13], [0.0, 0.0, 0.0, 1.0]]"
1295,54050,405035,50355,35540,[ 80   5 -60],[ 65 -25 -25],[ 75 -40 -55],[  5 -60 -25],-1.9895196601282805e-13,2.5135449277513544e-13,-4.689582056016661e-13,"[[1.0, 9.90732034430371e-16, -5.053018099986181e-15, 1.6633056601913882e-13], [-9.050288707789621e-16, 1.0, 4.582270373784256e-16, 2.5299160121084063e-13], [4.9960036108132044e-15, -5.273559366969494e-16, 1.0, -6.636827612530431e-13], [0.0, 0.0, 0.0, 1.0]]"
1296,54050,405045,50455,45540,[ 80  15 -50],[ 75 -25 -15],[ 85 -30 -55],[ 15 -50 -45],-1.1368683772161603e-13,4.707345624410664e-14,7.105427357601002e-14,"[[1.0, -1.2166713305332915e-15, 1.1750386969181078e-16, -1.0911689062259952e-13], [1.2166713305332915e-15, 0.9999999999999999, 1.3034923198195721e-15, -9.569900009188912e-14], [-1.1750386969181231e-16, -1.3877787807814457e-15, 1.0, 7.888305138741776e-14], [0.0, 0.0, 0.0, 1.0]]"
1297,5450,45010,105,10545,[ -6  52 -85],[  4  47 -45],[  0   7 -50],[  2 -85  30],3.694822225952521e-13,3.552713678800501e-13,-1.6342482922482304e-13,"[[1.0, -3.835887018766943e-15, 4.3332363556165374e-15, 1.1427194672957519e-13], [3.562323474219995e-15, 0.9999999999999997, 3.4016680151674636e-15, 6.262823668330673e-15], [-4.31946145518225e-15, -3.3965885659625883e-15, 1.0, 1.8024498603332593e-14], [0.0, 0.0, 0.0, 1.0]]"
1298,5450,45015,155,15545,[ -6  57 -80],[  9  47 -40],[  5  12 -50],[  7 -80  20],-7.105427357601002e-15,-1.9539925233402755e-14,2.1316282072803006e-14,"[[1.0, -3.38027533173741e-16, -3.5407082641238105e-16, -1.4429492715267157e-16], [3.380275331737407e-16, 1.0, -8.286624357959921e-16, 2.4107509620769925e-15], [3.540708264123813e-16, 8.326672684688674e-16, 1.0, 1.3362213098232541e-14], [0.0, 0.0, 0.0, 1.0]]"
1299,5450,45020,205,20545,[ -6  62 -75],[ 14  47 -35],[ 10  17 -50],[ 12 -75  10],-1.2789769243681803e-13,2.3092638912203256e-14,7.105427357601002e-15,"[[1.0, 3.329530373437697e-16, -1.5880290757619227e-15, -4.4939215343507283e-14], [-3.3295303734376946e-16, 0.9999999999999998, 7.74415505814289e-16, -1.7268403020004134e-16], [1.5880290757619233e-15, -2.255140518769849e-16, 0.9999999999999997, -6.813820716183819e-14], [0.0, 0.0, 0.0, 1.0]]"
1300,5450,45025,255,25545,[ -6  67 -70],[ 19  47 -30],[ 15  22 -50],[ 17 -70   0],-7.105427357601002e-14,4.796163466380676e-14,-1.0658141036401503e-13,"[[1.0, 1.125281380104115e-16, -5.4299117616911856e-17, -7.168416075234265e-14], [-1.1252813801041146e-16, 1.0, 5.788238174469398e-16, 2.7214074635390522e-14], [5.429911761691191e-17, -6.106226635438361e-16, 1.0, -1.1733587027374655e-13], [0.0, 0.0, 0.0, 1.0]]"
1301,5450,45030,305,30545,[ -6  72 -65],[ 24  47 -25],[ 20  27 -50],[ 22 -65 -10],2.1316282072803006e-14,1.9539925233402755e-14,-5.684341886080802e-14,"[[1.0, -6.295740714624278e-18, 7.382760534534983e-16, -1.4994258966559856e-14], [6.295740714624241e-18, 0.9999999999999999, 2.805033499958783e-16, 4.196998187888814e-15], [-7.382760534534984e-16, -5.551115123125783e-17, 0.9999999999999999, -1.2088745583388248e-14], [0.0, 0.0, 0.0, 1.0]]"
1302,5450,45035,355,35545,[ -6  77 -60],[ 29  47 -20],[ 25  32 -50],[ 27 -60 -20],1.3500311979441904e-13,-3.552713678800501e-15,7.105427357601002e-15,"[[1.0, 5.4410801841614084e-17, 1.8097183640984164e-15, 5.149297185309056e-14], [-5.441080184161322e-17, 1.0000000000000002, 2.5612521418831593e-17, 1.1571318370870084e-15], [-1.809718364098416e-15, 4.718447854656915e-16, 1.0000000000000002, 9.81851231928732e-14], [0.0, 0.0, 0.0, 1.0]]"
1303,5450,45040,405,40545,[ -6  82 -55],[ 34  47 -15],[ 30  37 -50],[ 32 -55 -30],-7.815970093361102e-14,3.019806626980426e-14,-2.842170943040401e-14,"[[1.0, 1.34306172798424e-17, -3.044301794940223e-16, -6.15053220099002e-14], [-1.3430617279842286e-17, 0.9999999999999998, 7.014498639661938e-16, -5.056626288162353e-15], [3.044301794940223e-16, -4.440892098500626e-16, 1.0, -4.591056098527448e-14], [0.0, 0.0, 0.0, 1.0]]"
1304,5450,45050,505,50545,[ -6  92 -45],[44 47 -5],[ 40  47 -50],[ 42 -45 -50],1.9184653865522705e-13,-5.329070518200751e-15,5.684341886080802e-14,"[[1.0, 2.602269190806854e-16, 1.5991299420928537e-15, 1.1374253441421944e-13], [-2.602269190806849e-16, 0.9999999999999999, -1.8536519110131409e-16, 1.4418970342035292e-14], [-1.5991299420928537e-15, 3.885780586188048e-16, 1.0, 1.4805202770596362e-13], [0.0, 0.0, 0.0, 1.0]]"
1305,54510,45100,1005,545,[ 45 -80 -15],[ 35 -75  25],[  0 -85  30],[-80 -15  50],-1.6076029396572267e-11,6.87805368215777e-12,-1.617905809325748e-11,"[[1.0, 3.442191816837336e-14, -2.1309891762207754e-13, -5.673935888795212e-12], [-3.447985709943521e-14, 1.0, 5.933755576418325e-14, 4.056559092386303e-12], [2.1316282072803006e-13, -5.939693181744587e-14, 0.9999999999999999, -1.662855224614914e-11], [0.0, 0.0, 0.0, 1.0]]"
1306,54510,451015,10155,15545,[ 45 -65   0],[ 50 -75  40],[ 15 -70  30],[-65   0  20],-2.2382096176443156e-13,-4.973799150320701e-14,-8.526512829121202e-14,"[[1.0, 1.4780673417529407e-16, -1.2062558328710174e-15, -1.637934861625531e-13], [-1.478067341752956e-16, 1.0000000000000002, -1.0297940653369355e-15, -5.982238490557321e-16], [1.2062558328710172e-15, 1.27675647831893e-15, 1.0, -1.2777060973839481e-13], [0.0, 0.0, 0.0, 1.0]]"
1307,54510,451020,10205,20545,[ 45 -60   5],[ 55 -75  45],[ 20 -65  30],[-60   5  10],2.540190280342358e-13,7.815970093361102e-14,1.9184653865522705e-13,"[[1.0, -3.993482023873564e-16, 1.8980355509513793e-15, 1.6391458925447083e-13], [3.993482023873532e-16, 1.0000000000000002, 2.1205450768955687e-15, -4.630130766610923e-14], [-1.8980355509513796e-15, -1.5543122344752192e-15, 1.0000000000000002, 2.295501264817231e-13], [0.0, 0.0, 0.0, 1.0]]"
1308,54510,451025,10255,25545,[ 45 -55  10],[ 60 -75  50],[ 25 -60  30],[-55  10   0],1.794120407794253e-13,3.552713678800501e-14,1.0658141036401503e-13,"[[1.0, -3.1978343472835887e-16, 9.405438819167653e-16, 1.367332583409948e-13], [3.197834347283574e-16, 1.0, 1.538903297866554e-15, -4.939676098808739e-14], [-9.40543881916766e-16, -1.609823385706477e-15, 1.0, 1.5252339203935263e-13], [0.0, 0.0, 0.0, 1.0]]"
1309,54510,451030,10305,30545,[ 45 -50  15],[ 65 -75  55],[ 30 -55  30],[-50  15 -10],3.375077994860476e-13,-1.0658141036401503e-13,-9.947598300641403e-14,"[[0.9999999999999999, -3.5025603091145094e-15, -7.324979183424554e-15, 8.125615419972962e-13], [3.610241846335142e-15, 0.9999999999999999, -6.8128471895378434e-15, 2.2246898960485026e-13], [7.271960811294775e-15, 6.689093723366568e-15, 1.0, -3.2854486176172834e-13], [0.0, 0.0, 0.0, 1.0]]"
1310,54510,451035,10355,35545,[ 45 -45  20],[ 70 -75  60],[ 35 -50  30],[-45  20 -20],-5.062616992290714e-13,4.085620730620576e-13,2.0463630789890885e-12,"[[1.0000000000000002, 8.11164815829756e-15, 1.755311879853932e-14, -1.635997999752864e-12], [-8.072223842415386e-15, 1.0000000000000007, 1.259658176542639e-14, -2.0380546276608982e-13], [-1.7513768213461844e-14, -1.2101430968414206e-14, 1.0000000000000004, 2.481001805965023e-12], [0.0, 0.0, 0.0, 1.0]]"
1311,54510,451040,10405,40545,[ 45 -40  25],[ 75 -75  65],[ 40 -45  30],[-40  25 -30],1.1510792319313623e-12,-1.2576606422953773e-12,-4.284572696633404e-12,"[[1.0000000000000002, -2.938759035911384e-14, -3.5153588892472993e-14, 3.731488989420938e-12], [2.919445495103116e-14, 1.0000000000000007, -2.3181563987631445e-14, -3.1528203592104026e-13], [3.509692536596276e-14, 2.325917236589703e-14, 1.0, -5.177759247876339e-12], [0.0, 0.0, 0.0, 1.0]]"
1312,54510,451050,10505,50545,[ 45 -30  35],[ 85 -75  75],[ 50 -35  30],[-30  35 -50],9.734435479913373e-13,-1.7266188478970435e-12,1.0516032489249483e-12,"[[1.0, -1.5746959467910426e-14, -1.5326752571356486e-14, 2.1724130537508474e-12], [1.5732964707213327e-14, 1.0, 2.7785406172027624e-14, -3.33665850992961e-12], [1.5265566588595902e-14, -2.796374243274613e-14, 1.0, 1.6088683136489173e-12], [0.0, 0.0, 0.0, 1.0]]"
1313,54515,45150,1505,545,[ 36 -39  25],[ 35 -84  65],[ -9 -35  20],[-89  53 -50],8.171241461241152e-14,-2.9736213491560193e-12,2.3376856006507296e-12,"[[1.0, 5.926898995605162e-15, -3.807869145233485e-15, 1.5894122417542468e-13], [-5.882865752493882e-15, 1.0, -5.2004779169769755e-14, 5.7102006213645545e-15], [3.760880495917718e-15, 5.206945985491984e-14, 0.9999999999999998, 1.1074129786310403e-12], [0.0, 0.0, 0.0, 1.0]]"
1314,54515,451510,15105,10545,[ 50 -65 -15],[ 45 -70  25],[ 15 -75  20],[-65 -15  30],2.362554596402333e-13,-1.4210854715202004e-14,2.2737367544323206e-13,"[[1.0, -6.661061100098023e-16, 3.10929069292965e-15, 7.680203472756233e-14], [6.661061100098015e-16, 0.9999999999999999, 4.816312723498097e-16, -4.52612119915432e-14], [-3.1092906929296503e-15, -2.8449465006019636e-16, 0.9999999999999999, 2.8255408591126416e-13], [0.0, 0.0, 0.0, 1.0]]"
1315,54515,451520,15205,20545,[ 50 -55  -5],[ 55 -70  35],[ 25 -65  20],[-55  -5  10],-5.1514348342607263e-14,-6.750155989720952e-14,1.0658141036401503e-13,"[[1.0, -1.284469590284367e-15, 1.5838041053437072e-15, -1.1034704945053103e-13], [1.2844695902843635e-15, 1.0, 2.1744055336338213e-15, -2.066954161555831e-13], [-1.58380410534371e-15, -2.1649348980190553e-15, 1.0, 1.8091237675553898e-13], [0.0, 0.0, 0.0, 1.0]]"
1316,54515,451525,15255,25545,[ 50 -50   0],[ 60 -70  40],[ 30 -60  20],[-50   0   0],-9.947598300641403e-14,-5.684341886080802e-14,2.0605739337042905e-13,"[[1.0, -1.4005768574201818e-15, 1.8204261276194144e-15, -1.6912754342275364e-13], [1.4005768574201775e-15, 1.0000000000000002, 2.3103684610599407e-15, -2.0484385947419805e-13], [-1.8204261276194176e-15, -2.3037127760972e-15, 1.0, 2.77613692093683e-13], [0.0, 0.0, 0.0, 1.0]]"
1317,54515,451530,15305,30545,[ 50 -45   5],[ 65 -70  45],[ 35 -55  20],[-45   5 -10],-1.0658141036401503e-13,1.1013412404281553e-13,2.0605739337042905e-13,"[[1.0, 2.3657117199102123e-16, 1.3038482327317226e-15, -1.8560512587894104e-13], [-2.365711719910234e-16, 0.9999999999999998, 1.3785088100098921e-15, 3.802767183387226e-14], [-1.3038482327317224e-15, -1.609823385706477e-15, 0.9999999999999999, 2.671072608689818e-13], [0.0, 0.0, 0.0, 1.0]]"
1318,54515,451535,15355,35545,[ 50 -40  10],[ 70 -70  50],[ 40 -50  20],[-40  10 -20],-6.199485369506874e-13,-1.1759482276829658e-12,-9.734435479913373e-13,"[[1.0, 1.8252913693881124e-15, 3.613822180924969e-15, -8.64715161200579e-13], [-1.840501207905848e-15, 1.0, 3.3483384162253193e-15, -1.3404506100710196e-12], [-3.608224830031759e-15, -3.2751579226442118e-15, 0.9999999999999999, -8.47773255787765e-13], [0.0, 0.0, 0.0, 1.0]]"
1319,54515,451540,15405,40545,[ 50 -35  15],[ 75 -70  55],[ 45 -45  20],[-35  15 -30],2.611244553918368e-13,-1.5063505998114124e-12,-2.5153212845907547e-12,"[[1.0, -6.765047725889683e-15, -1.2206713303718224e-14, 1.097624771803413e-12], [6.765047725889649e-15, 1.0000000000000007, -2.3762652148147356e-15, -1.473280860914967e-12], [1.2206713303718237e-14, 2.3314683517128287e-15, 1.0000000000000002, -2.7367904361155767e-12], [0.0, 0.0, 0.0, 1.0]]"
1320,54515,451550,15505,50545,[ 50 -25  25],[ 85 -70  65],[ 55 -35  20],[-25  25 -50],8.775202786637237e-13,-2.877698079828406e-13,-6.750155989720952e-13,"[[0.9999999999999999, -6.467869766789749e-15, -1.2345629339277295e-14, 1.717109505049376e-12], [6.470280963890109e-15, 1.0000000000000002, 4.84532946780943e-15, -6.422501395484613e-13], [1.2434497875801753e-14, -4.78089789979208e-15, 0.9999999999999998, -7.068662281913326e-13], [0.0, 0.0, 0.0, 1.0]]"
1321,54520,45200,2005,545,[ 55 -70 -35],[ 35 -65   5],[ 10 -85  10],[-70 -35  50],8.562039965909207e-13,2.4513724383723456e-13,3.694822225952521e-13,"[[1.0, 8.757270961421388e-15, 7.149446514878198e-15, 2.479089614800772e-13], [-8.698805279068126e-15, 0.9999999999999998, -3.1697124898153967e-16, 4.096094150690927e-13], [-7.16093850883226e-15, 1.3877787807814457e-16, 1.0, 4.776146790952013e-13], [0.0, 0.0, 0.0, 1.0]]"
1322,54520,452010,20105,10545,[ 55 -60 -25],[ 45 -65  15],[ 20 -75  10],[-60 -25  30],-3.907985046680551e-14,9.592326932761353e-14,2.1316282072803006e-14,"[[1.0, 6.935449923006078e-16, 5.453845060561405e-16, -8.613476224622923e-14], [-6.935449923006078e-16, 1.0000000000000004, 4.3771543276105574e-16, 7.045999245845768e-14], [-5.453845060561402e-16, -4.163336342344337e-16, 1.0, 3.967913755653567e-14], [0.0, 0.0, 0.0, 1.0]]"
1323,54520,452015,20155,15545,[ 55 -55 -20],[ 50 -65  20],[ 25 -70  10],[-55 -20  20],1.2789769243681803e-13,1.7763568394002505e-14,1.7763568394002505e-13,"[[1.0, 2.92944861225389e-16, 1.978817474887487e-15, 3.387533551376067e-15], [-2.9294486122538906e-16, 1.0, -1.5617265628852668e-17, 2.56608675515485e-14], [-1.978817474887487e-15, -2.7755575615628914e-17, 1.0, 2.0833453692507126e-13], [0.0, 0.0, 0.0, 1.0]]"
1324,54520,452025,20255,25545,[ 55 -45 -10],[ 60 -65  30],[ 35 -60  10],[-45 -10   0],-1.7053025658242404e-13,6.039613253960852e-14,-4.050093593832571e-13,"[[1.0, 1.1787045093084808e-16, -2.6902057215085765e-15, -1.1967505943045597e-14], [-1.1787045093084672e-16, 0.9999999999999999, 7.243913438427809e-16, 2.5214052073825204e-14], [2.690205721508577e-15, -4.996003610813204e-16, 0.9999999999999998, -4.2055040587880633e-13], [0.0, 0.0, 0.0, 1.0]]"
1325,54520,452030,20305,30545,[ 55 -40  -5],[ 65 -65  35],[ 40 -55  10],[-40  -5 -10],1.5276668818842154e-13,1.4566126083082054e-13,1.0089706847793423e-12,"[[0.9999999999999997, 5.989615355123097e-16, 2.805709129088216e-15, -2.1072530823107406e-14], [-5.781687953198555e-16, 1.0000000000000002, -7.524607308372709e-16, 1.968681128172387e-13], [-2.7478019859472624e-15, 1.096345236817342e-15, 1.0, 1.0297173911934702e-12], [0.0, 0.0, 0.0, 1.0]]"
1326,54520,452035,20355,35545,[ 55 -35   0],[ 70 -65  40],[ 45 -50  10],[-35   0 -20],2.4513724383723456e-13,3.979039320256561e-13,1.2860823517257813e-12,"[[1.0000000000000002, -3.211979066194956e-16, 3.0127963745673727e-15, 6.915161224255148e-14], [3.285650306022331e-16, 1.0000000000000002, 3.1085979520272653e-15, 2.0603159954432688e-13], [-2.9976021664879227e-15, -2.6367796834847468e-15, 1.0000000000000002, 1.3801248345391704e-12], [0.0, 0.0, 0.0, 1.0]]"
