id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd
2167,1505,0545,54515,45150,[  3 -50  50],[ 43 -94  85],[ 48 -54  55],[ 50  36 -25]
2168,1505,0550,55015,50150,[  3 -45  55],[ 48 -94  90],[ 53 -49  55],[ 55  41 -35]
2169,15010,0105,10515,5150,[  8 -85   0],[  3 -89  35],[ 13 -94  45],[ 15 -14  55]
2170,15010,01020,102015,20150,[  8 -70  15],[ 18 -89  50],[ 28 -79  45],[30  1 25]
2171,15010,01025,102515,25150,[  8 -65  20],[ 23 -89  55],[ 33 -74  45],[35  6 15]
2172,15010,01030,103015,30150,[  8 -60  25],[ 28 -89  60],[ 38 -69  45],[40 11  5]
2173,15010,01035,103515,35150,[  8 -55  30],[ 33 -89  65],[ 43 -64  45],[45 16 -5]
2174,15010,01040,104015,40150,[  8 -50  35],[ 38 -89  70],[ 48 -59  45],[ 50  21 -15]
2175,15010,01045,104515,45150,[  8 -45  40],[ 43 -89  75],[ 53 -54  45],[ 55  26 -25]
2176,15010,01050,105015,50150,[  8 -40  45],[ 48 -89  80],[ 58 -49  45],[ 60  31 -35]
2177,15020,0205,20515,5150,[ 18 -75 -20],[  3 -79  15],[ 23 -94  25],[ 25 -34  55]
2178,15020,02010,201015,10150,[ 18 -70 -15],[  8 -79  20],[ 28 -89  25],[ 30 -29  45]
2179,15020,02025,202515,25150,[ 18 -55   0],[ 23 -79  35],[ 43 -74  25],[ 45 -14  15]
2180,15020,02030,203015,30150,[ 18 -50   5],[ 28 -79  40],[ 48 -69  25],[50 -9  5]
2181,15020,02035,203515,35150,[ 18 -45  10],[ 33 -79  45],[ 53 -64  25],[55 -4 -5]
2182,15020,02040,204015,40150,[ 18 -40  15],[ 38 -79  50],[ 58 -59  25],[ 60   1 -15]
2183,15020,02045,204515,45150,[ 18 -35  20],[ 43 -79  55],[ 63 -54  25],[ 65   6 -25]
2184,15020,02050,205015,50150,[ 18 -30  25],[ 48 -79  60],[ 68 -49  25],[ 70  11 -35]
2185,15025,0255,25515,5150,[ 23 -70 -30],[  3 -74   5],[ 28 -94  15],[ 30 -44  55]
2186,15025,02510,251015,10150,[ 23 -65 -25],[  8 -74  10],[ 33 -89  15],[ 35 -39  45]
2187,15025,02520,252015,20150,[ 23 -55 -15],[ 18 -74  20],[ 43 -79  15],[ 45 -29  25]
2188,15025,02530,253015,30150,[ 23 -45  -5],[ 28 -74  30],[ 53 -69  15],[ 55 -19   5]
2189,15025,02535,253515,35150,[ 23 -40   0],[ 33 -74  35],[ 58 -64  15],[ 60 -14  -5]
2190,15025,02540,254015,40150,[ 23 -35   5],[ 38 -74  40],[ 63 -59  15],[ 65  -9 -15]
2191,15025,02545,254515,45150,[ 23 -30  10],[ 43 -74  45],[ 68 -54  15],[ 70  -4 -25]
2192,15025,02550,255015,50150,[ 23 -25  15],[ 48 -74  50],[ 73 -49  15],[ 75   1 -35]
2193,15030,0305,30515,5150,[ 28 -65 -40],[  3 -69  -5],[ 33 -94   5],[ 35 -54  55]
2194,15030,03010,301015,10150,[ 28 -60 -35],[  8 -69   0],[ 38 -89   5],[ 40 -49  45]
2195,15030,03020,302015,20150,[ 28 -50 -25],[ 18 -69  10],[ 48 -79   5],[ 50 -39  25]
2196,15030,03025,302515,25150,[ 28 -45 -20],[ 23 -69  15],[ 53 -74   5],[ 55 -34  15]
2197,15030,03035,303515,35150,[ 28 -35 -10],[ 33 -69  25],[ 63 -64   5],[ 65 -24  -5]
2198,15030,03040,304015,40150,[ 28 -30  -5],[ 38 -69  30],[ 68 -59   5],[ 70 -19 -15]
2199,15030,03045,304515,45150,[ 28 -25   0],[ 43 -69  35],[ 73 -54   5],[ 75 -14 -25]
2200,15030,03050,305015,50150,[ 28 -20   5],[ 48 -69  40],[ 78 -49   5],[ 80  -9 -35]
2201,15035,0355,35515,5150,[ 33 -60 -50],[  3 -64 -15],[ 38 -94  -5],[ 40 -64  55]
2202,15035,03510,351015,10150,[ 33 -55 -45],[  8 -64 -10],[ 43 -89  -5],[ 45 -59  45]
2203,15035,03520,352015,20150,[ 33 -45 -35],[ 18 -64   0],[ 53 -79  -5],[ 55 -49  25]
2204,15035,03525,352515,25150,[ 33 -40 -30],[ 23 -64   5],[ 58 -74  -5],[ 60 -44  15]
2205,15035,03530,353015,30150,[ 33 -35 -25],[ 28 -64  10],[ 63 -69  -5],[ 65 -39   5]
2206,15035,03540,354015,40150,[ 33 -25 -15],[ 38 -64  20],[ 73 -59  -5],[ 75 -29 -15]
2207,15035,03545,354515,45150,[ 33 -20 -10],[ 43 -64  25],[ 78 -54  -5],[ 80 -24 -25]
2208,15035,03550,355015,50150,[ 33 -15  -5],[ 48 -64  30],[ 83 -49  -5],[ 85 -19 -35]
2209,15040,0405,40515,5150,[ 38 -55 -60],[  3 -59 -25],[ 43 -94 -15],[ 45 -74  55]
2210,15040,04010,401015,10150,[ 38 -50 -55],[  8 -59 -20],[ 48 -89 -15],[ 50 -69  45]
2211,15040,04020,402015,20150,[ 38 -40 -45],[ 18 -59 -10],[ 58 -79 -15],[ 60 -59  25]
2212,15040,04025,402515,25150,[ 38 -35 -40],[ 23 -59  -5],[ 63 -74 -15],[ 65 -54  15]
2213,15040,04030,403015,30150,[ 38 -30 -35],[ 28 -59   0],[ 68 -69 -15],[ 70 -49   5]
2214,15040,04035,403515,35150,[ 38 -25 -30],[ 33 -59   5],[ 73 -64 -15],[ 75 -44  -5]
2215,15040,04045,404515,45150,[ 38 -15 -20],[ 43 -59  15],[ 83 -54 -15],[ 85 -34 -25]
2216,15040,04050,405015,50150,[ 38 -10 -15],[ 48 -59  20],[ 88 -49 -15],[ 90 -29 -35]
2217,15045,0455,45515,5150,[ 43 -50 -70],[  3 -54 -35],[ 48 -94 -25],[ 50 -84  55]
2218,15045,04510,451015,10150,[ 43 -45 -65],[  8 -54 -30],[ 53 -89 -25],[ 55 -79  45]
2219,15045,04520,452015,20150,[ 43 -35 -55],[ 18 -54 -20],[ 63 -79 -25],[ 65 -69  25]
2220,15045,04525,452515,25150,[ 43 -30 -50],[ 23 -54 -15],[ 68 -74 -25],[ 70 -64  15]
2221,15045,04530,453015,30150,[ 43 -25 -45],[ 28 -54 -10],[ 73 -69 -25],[ 75 -59   5]
2222,15045,04535,453515,35150,[ 43 -20 -40],[ 33 -54  -5],[ 78 -64 -25],[ 80 -54  -5]
2223,15045,04540,454015,40150,[ 43 -15 -35],[ 38 -54   0],[ 83 -59 -25],[ 85 -49 -15]
2224,15045,04550,455015,50150,[ 43  -5 -25],[ 48 -54  10],[ 93 -49 -25],[ 95 -39 -35]
2225,15050,0505,50515,5150,[ 48 -45 -80],[  3 -49 -45],[ 53 -94 -35],[ 55 -94  55]
2226,15050,05010,501015,10150,[ 48 -40 -75],[  8 -49 -40],[ 58 -89 -35],[ 60 -89  45]
2227,15050,05020,502015,20150,[ 48 -30 -65],[ 18 -49 -30],[ 68 -79 -35],[ 70 -79  25]
2228,15050,05025,502515,25150,[ 48 -25 -60],[ 23 -49 -25],[ 73 -74 -35],[ 75 -74  15]
2229,15050,05030,503015,30150,[ 48 -20 -55],[ 28 -49 -20],[ 78 -69 -35],[ 80 -69   5]
2230,15050,05035,503515,35150,[ 48 -15 -50],[ 33 -49 -15],[ 83 -64 -35],[ 85 -64  -5]
2231,15050,05040,504015,40150,[ 48 -10 -45],[ 38 -49 -10],[ 88 -59 -35],[ 90 -59 -15]
2232,15050,05045,504515,45150,[ 48  -5 -40],[ 43 -49  -5],[ 93 -54 -35],[ 95 -54 -25]
2233,1550,5010,01015,10155,[  3   0 -75],[ 13   5 -85],[  8  15 -80],[ 0 25  0]
2234,1550,5020,02015,20155,[  3  10 -65],[ 23   5 -75],[ 18  25 -80],[ 10  35 -20]
2235,1550,5025,02515,25155,[  3  15 -60],[ 28   5 -70],[ 23  30 -80],[ 15  40 -30]
2236,1550,5030,03015,30155,[  3  20 -55],[ 33   5 -65],[ 28  35 -80],[ 20  45 -40]
2237,1550,5035,03515,35155,[  3  25 -50],[ 38   5 -60],[ 33  40 -80],[ 25  50 -50]
2238,1550,5040,04015,40155,[  3  30 -45],[ 43   5 -55],[ 38  45 -80],[ 30  55 -60]
2239,1550,5045,04515,45155,[  3  35 -40],[ 48   5 -50],[ 43  50 -80],[ 35  60 -70]
2240,1550,5050,05015,50155,[  3  40 -35],[ 53   5 -45],[ 48  55 -80],[ 40  65 -80]
2241,15510,5100,10015,0155,[-15   0  -5],[-25  15 -15],[-20   5   0],[ 0 -5 20]
2242,15510,51020,102015,20155,[-15  20  15],[-5 15  5],[ 0 25  0],[ 20  15 -20]
2243,15510,51025,102515,25155,[-15  25  20],[ 0 15 10],[ 5 30  0],[ 25  20 -30]
2244,15510,51030,103015,30155,[-15  30  25],[ 5 15 15],[10 35  0],[ 30  25 -40]
2245,15510,51035,103515,35155,[-15  35  30],[10 15 20],[15 40  0],[ 35  30 -50]
2246,15510,51040,104015,40155,[-15  40  35],[15 15 25],[20 45  0],[ 40  35 -60]
2247,15510,51045,104515,45155,[-15  45  40],[20 15 30],[25 50  0],[ 45  40 -70]
2248,15510,51050,105015,50155,[-15  50  45],[25 15 35],[30 55  0],[ 50  45 -80]
2249,15520,5200,20015,0155,[ -5  10 -25],[-25  25 -35],[-10   5 -20],[ 10 -25  20]
2250,15520,52010,201015,10155,[ -5  20 -15],[-15  25 -25],[  0  15 -20],[ 20 -15   0]
2251,15520,52025,202515,25155,[-5 35  0],[  0  25 -10],[ 15  30 -20],[ 35   0 -30]
2252,15520,52030,203015,30155,[-5 40  5],[ 5 25 -5],[ 20  35 -20],[ 40   5 -40]
2253,15520,52035,203515,35155,[-5 45 10],[10 25  0],[ 25  40 -20],[ 45  10 -50]
2254,15520,52040,204015,40155,[-5 50 15],[15 25  5],[ 30  45 -20],[ 50  15 -60]
2255,15520,52045,204515,45155,[-5 55 20],[20 25 10],[ 35  50 -20],[ 55  20 -70]
2256,15520,52050,205015,50155,[-5 60 25],[25 25 15],[ 40  55 -20],[ 60  25 -80]
2257,15525,5250,25015,0155,[-23  42  15],[-25   7   5],[-28  55 -30],[ -8  61 -80]
2258,15525,52510,251015,10155,[  0  25 -25],[-15  30 -35],[  5  15 -30],[ 25 -25   0]
2259,15525,52520,252015,20155,[  0  35 -15],[ -5  30 -25],[ 15  25 -30],[ 35 -15 -20]
2260,15525,52530,253015,30155,[ 0 45 -5],[  5  30 -15],[ 25  35 -30],[ 45  -5 -40]
2261,15525,52535,253515,35155,[ 0 50  0],[ 10  30 -10],[ 30  40 -30],[ 50   0 -50]
2262,15525,52540,254015,40155,[ 0 55  5],[15 30 -5],[ 35  45 -30],[ 55   5 -60]
2263,15525,52545,254515,45155,[ 0 60 10],[20 30  0],[ 40  50 -30],[ 60  10 -70]
2264,15525,52550,255015,50155,[ 0 65 15],[25 30  5],[ 45  55 -30],[ 65  15 -80]
2265,15530,5300,30015,0155,[  5  20 -45],[-25  35 -55],[  0   5 -40],[ 20 -45  20]
2266,15530,53010,301015,10155,[  5  30 -35],[-15  35 -45],[ 10  15 -40],[ 30 -35   0]
2267,15530,53020,302015,20155,[  5  40 -25],[ -5  35 -35],[ 20  25 -40],[ 40 -25 -20]
2268,15530,53025,302515,25155,[  5  45 -20],[  0  35 -30],[ 25  30 -40],[ 45 -20 -30]
2269,15530,53035,303515,35155,[  5  55 -10],[ 10  35 -20],[ 35  40 -40],[ 55 -10 -50]
2270,15530,53040,304015,40155,[ 5 60 -5],[ 15  35 -15],[ 40  45 -40],[ 60  -5 -60]
2271,15530,53045,304515,45155,[ 5 65  0],[ 20  35 -10],[ 45  50 -40],[ 65   0 -70]
2272,15530,53050,305015,50155,[ 5 70  5],[25 35 -5],[ 50  55 -40],[ 70   5 -80]
2273,15535,5350,35015,0155,[-22  43  -5],[-25   8 -15],[-27  55 -50],[ -7  59 -80]
2274,15535,53510,351015,10155,[ 10  35 -45],[-15  40 -55],[ 15  15 -50],[ 35 -45   0]
2275,15535,53520,352015,20155,[ 10  45 -35],[ -5  40 -45],[ 25  25 -50],[ 45 -35 -20]
2276,15535,53525,352515,25155,[ 10  50 -30],[  0  40 -40],[ 30  30 -50],[ 50 -30 -30]
2277,15535,53530,353015,30155,[ 10  55 -25],[  5  40 -35],[ 35  35 -50],[ 55 -25 -40]
2278,15535,53540,354015,40155,[ 10  65 -15],[ 15  40 -25],[ 45  45 -50],[ 65 -15 -60]
2279,15535,53545,354515,45155,[ 10  70 -10],[ 20  40 -20],[ 50  50 -50],[ 70 -10 -70]
2280,15535,53550,355015,50155,[10 75 -5],[ 25  40 -15],[ 55  55 -50],[ 75  -5 -80]
2281,15540,5400,40015,0155,[ 15  30 -65],[-25  45 -75],[ 10   5 -60],[ 30 -65  20]
2282,15540,54010,401015,10155,[ 15  40 -55],[-15  45 -65],[ 20  15 -60],[ 40 -55   0]
2283,15540,54020,402015,20155,[ 15  50 -45],[ -5  45 -55],[ 30  25 -60],[ 50 -45 -20]
2284,15540,54025,402515,25155,[ 15  55 -40],[  0  45 -50],[ 35  30 -60],[ 55 -40 -30]
2285,15540,54030,403015,30155,[ 15  60 -35],[  5  45 -45],[ 40  35 -60],[ 60 -35 -40]
2286,15540,54035,403515,35155,[ 15  65 -30],[ 10  45 -40],[ 45  40 -60],[ 65 -30 -50]
2287,15540,54045,404515,45155,[ 15  75 -20],[ 20  45 -30],[ 55  50 -60],[ 75 -20 -70]
2288,15540,54050,405015,50155,[ 15  80 -15],[ 25  45 -25],[ 60  55 -60],[ 80 -15 -80]
2289,15545,5450,45015,0155,[-21  44 -25],[-25   9 -35],[-26  55 -70],[ -6  57 -80]
2290,15545,54510,451015,10155,[ 20  45 -65],[-15  50 -75],[ 25  15 -70],[ 45 -65   0]
2291,15545,54520,452015,20155,[ 20  55 -55],[ -5  50 -65],[ 35  25 -70],[ 55 -55 -20]
2292,15545,54525,452515,25155,[ 20  60 -50],[  0  50 -60],[ 40  30 -70],[ 60 -50 -30]
2293,15545,54530,453015,30155,[ 20  65 -45],[  5  50 -55],[ 45  35 -70],[ 65 -45 -40]
2294,15545,54535,453515,35155,[ 20  70 -40],[ 10  50 -50],[ 50  40 -70],[ 70 -40 -50]
2295,15545,54540,454015,40155,[ 20  75 -35],[ 15  50 -45],[ 55  45 -70],[ 75 -35 -60]
2296,15545,54550,455015,50155,[ 20  85 -25],[ 25  50 -35],[ 65  55 -70],[ 85 -25 -80]
2297,15550,5500,50015,0155,[ 25  40 -85],[-25  55 -95],[ 20   5 -80],[ 40 -85  20]
2298,15550,55010,501015,10155,[ 25  50 -75],[-15  55 -85],[ 30  15 -80],[ 50 -75   0]
2299,15550,55020,502015,20155,[ 25  60 -65],[ -5  55 -75],[ 40  25 -80],[ 60 -65 -20]
2300,15550,55025,502515,25155,[ 25  65 -60],[  0  55 -70],[ 45  30 -80],[ 65 -60 -30]
2301,15550,55030,503015,30155,[ 25  70 -55],[  5  55 -65],[ 50  35 -80],[ 70 -55 -40]
2302,15550,55035,503515,35155,[ 25  75 -50],[ 10  55 -60],[ 55  40 -80],[ 75 -50 -50]
2303,15550,55040,504015,40155,[ 25  80 -45],[ 15  55 -55],[ 60  45 -80],[ 80 -45 -60]
2304,15550,55045,504515,45155,[ 25  85 -40],[ 20  55 -50],[ 65  50 -80],[ 85 -40 -70]
2305,15100,1005,0515,51510,[-20 -15  20],[-15  -5  15],[-25   0  25],[-15  20  15]
2306,15100,10020,02015,201510,[-20   0  35],[ 0 -5 30],[-10  15  25],[  0  35 -15]
2307,15100,10025,02515,251510,[-20   5  40],[ 5 -5 35],[-5 20 25],[  5  40 -25]
2308,15100,10030,03015,301510,[-20  10  45],[10 -5 40],[ 0 25 25],[ 10  45 -35]
2309,15100,10035,03515,351510,[-20  15  50],[15 -5 45],[ 5 30 25],[ 15  50 -45]
2310,15100,10040,04015,401510,[-20  20  55],[20 -5 50],[10 35 25],[ 20  55 -55]
2311,15100,10045,04515,451510,[-20  25  60],[25 -5 55],[15 40 25],[ 25  60 -65]
2312,15100,10050,05015,501510,[-20  30  65],[30 -5 60],[20 45 25],[ 30  65 -75]
2313,15105,1050,5015,01510,[-24 -20  55],[-29  -5  50],[-25  -5  15],[  3  15 -75]
2314,15105,10520,52015,201510,[-15   5  25],[ 0  0 20],[-5 15 15],[  5  25 -15]
2315,15105,10525,52515,251510,[-15  10  30],[ 5  0 25],[ 0 20 15],[ 10  30 -25]
2316,15105,10530,53015,301510,[-15  15  35],[10  0 30],[ 5 25 15],[ 15  35 -35]
2317,15105,10535,53515,351510,[-15  20  40],[15  0 35],[10 30 15],[ 20  40 -45]
2318,15105,10540,54015,401510,[-15  25  45],[20  0 40],[15 35 15],[ 25  45 -55]
2319,15105,10545,54515,451510,[-15  30  50],[25  0 45],[20 40 15],[ 30  50 -65]
2320,15105,10550,55015,501510,[-15  35  55],[30  0 50],[25 45 15],[ 35  55 -75]
2321,151020,10200,20015,01510,[  0   0 -25],[-20  15 -30],[-10  -5 -15],[  0 -25  25]
2322,151020,10205,20515,51510,[  0   5 -20],[-15  15 -25],[ -5   0 -15],[  5 -20  15]
2323,151020,102025,202515,251510,[ 0 25  0],[ 5 15 -5],[ 15  20 -15],[ 25   0 -25]
2324,151020,102030,203015,301510,[ 0 30  5],[10 15  0],[ 20  25 -15],[ 30   5 -35]
2325,151020,102035,203515,351510,[ 0 35 10],[15 15  5],[ 25  30 -15],[ 35  10 -45]
2326,151020,102040,204015,401510,[ 0 40 15],[20 15 10],[ 30  35 -15],[ 40  15 -55]
2327,151020,102045,204515,451510,[ 0 45 20],[25 15 15],[ 35  40 -15],[ 45  20 -65]
2328,151020,102050,205015,501510,[ 0 50 25],[30 15 20],[ 40  45 -15],[ 50  25 -75]
2329,151025,10250,25015,01510,[-18  32  15],[-20  -3  10],[-28  45 -25],[-18  61 -75]
2330,151025,10255,25515,51510,[  5  10 -30],[-15  20 -35],[  0   0 -25],[ 10 -30  15]
2331,151025,102520,252015,201510,[  5  25 -15],[  0  20 -20],[ 15  15 -25],[ 25 -15 -15]
2332,151025,102530,253015,301510,[ 5 35 -5],[ 10  20 -10],[ 25  25 -25],[ 35  -5 -35]
2333,151025,102535,253515,351510,[ 5 40  0],[15 20 -5],[ 30  30 -25],[ 40   0 -45]
2334,151025,102540,254015,401510,[ 5 45  5],[20 20  0],[ 35  35 -25],[ 45   5 -55]
2335,151025,102545,254515,451510,[ 5 50 10],[25 20  5],[ 40  40 -25],[ 50  10 -65]
2336,151025,102550,255015,501510,[ 5 55 15],[30 20 10],[ 45  45 -25],[ 55  15 -75]
2337,151030,10300,30015,01510,[ 10  10 -45],[-20  25 -50],[  0  -5 -35],[ 10 -45  25]
2338,151030,10305,30515,51510,[ 10  15 -40],[-15  25 -45],[  5   0 -35],[ 15 -40  15]
2339,151030,103020,302015,201510,[ 10  30 -25],[  0  25 -30],[ 20  15 -35],[ 30 -25 -15]
2340,151030,103025,302515,251510,[ 10  35 -20],[  5  25 -25],[ 25  20 -35],[ 35 -20 -25]
2341,151030,103035,303515,351510,[ 10  45 -10],[ 15  25 -15],[ 35  30 -35],[ 45 -10 -45]
2342,151030,103040,304015,401510,[10 50 -5],[ 20  25 -10],[ 40  35 -35],[ 50  -5 -55]
2343,151030,103045,304515,451510,[10 55  0],[25 25 -5],[ 45  40 -35],[ 55   0 -65]
2344,151030,103050,305015,501510,[10 60  5],[30 25  0],[ 50  45 -35],[ 60   5 -75]
2345,151035,10350,35015,01510,[-17  33  -5],[-20  -2 -10],[-27  45 -45],[-17  59 -75]
2346,151035,10355,35515,51510,[ 15  20 -50],[-15  30 -55],[ 10   0 -45],[ 20 -50  15]
2347,151035,103520,352015,201510,[ 15  35 -35],[  0  30 -40],[ 25  15 -45],[ 35 -35 -15]
2348,151035,103525,352515,251510,[ 15  40 -30],[  5  30 -35],[ 30  20 -45],[ 40 -30 -25]
2349,151035,103530,353015,301510,[ 15  45 -25],[ 10  30 -30],[ 35  25 -45],[ 45 -25 -35]
2350,151035,103540,354015,401510,[ 15  55 -15],[ 20  30 -20],[ 45  35 -45],[ 55 -15 -55]
2351,151035,103545,354515,451510,[ 15  60 -10],[ 25  30 -15],[ 50  40 -45],[ 60 -10 -65]
2352,151035,103550,355015,501510,[15 65 -5],[ 30  30 -10],[ 55  45 -45],[ 65  -5 -75]
2353,151040,10400,40015,01510,[ 20  20 -65],[-20  35 -70],[ 10  -5 -55],[ 20 -65  25]
2354,151040,10405,40515,51510,[ 20  25 -60],[-15  35 -65],[ 15   0 -55],[ 25 -60  15]
2355,151040,104020,402015,201510,[ 20  40 -45],[  0  35 -50],[ 30  15 -55],[ 40 -45 -15]
2356,151040,104025,402515,251510,[ 20  45 -40],[  5  35 -45],[ 35  20 -55],[ 45 -40 -25]
2357,151040,104030,403015,301510,[ 20  50 -35],[ 10  35 -40],[ 40  25 -55],[ 50 -35 -35]
2358,151040,104035,403515,351510,[ 20  55 -30],[ 15  35 -35],[ 45  30 -55],[ 55 -30 -45]
2359,151040,104045,404515,451510,[ 20  65 -20],[ 25  35 -25],[ 55  40 -55],[ 65 -20 -65]
2360,151040,104050,405015,501510,[ 20  70 -15],[ 30  35 -20],[ 60  45 -55],[ 70 -15 -75]
2361,151045,10450,45015,01510,[-16  34 -25],[-20  -1 -30],[-26  45 -65],[-16  57 -75]
2362,151045,10455,45515,51510,[ 25  30 -70],[-15  40 -75],[ 20   0 -65],[ 30 -70  15]
2363,151045,104520,452015,201510,[ 25  45 -55],[  0  40 -60],[ 35  15 -65],[ 45 -55 -15]
2364,151045,104525,452515,251510,[ 25  50 -50],[  5  40 -55],[ 40  20 -65],[ 50 -50 -25]
2365,151045,104530,453015,301510,[ 25  55 -45],[ 10  40 -50],[ 45  25 -65],[ 55 -45 -35]
2366,151045,104535,453515,351510,[ 25  60 -40],[ 15  40 -45],[ 50  30 -65],[ 60 -40 -45]
2367,151045,104540,454015,401510,[ 25  65 -35],[ 20  40 -40],[ 55  35 -65],[ 65 -35 -55]
2368,151045,104550,455015,501510,[ 25  75 -25],[ 30  40 -30],[ 65  45 -65],[ 75 -25 -75]
2369,151050,10500,50015,01510,[ 30  30 -85],[-20  45 -90],[ 20  -5 -75],[ 30 -85  25]
2370,151050,10505,50515,51510,[ 30  35 -80],[-15  45 -85],[ 25   0 -75],[ 35 -80  15]
2371,151050,105020,502015,201510,[ 30  50 -65],[  0  45 -70],[ 40  15 -75],[ 50 -65 -15]
2372,151050,105025,502515,251510,[ 30  55 -60],[  5  45 -65],[ 45  20 -75],[ 55 -60 -25]
2373,151050,105030,503015,301510,[ 30  60 -55],[ 10  45 -60],[ 50  25 -75],[ 60 -55 -35]
2374,151050,105035,503515,351510,[ 30  65 -50],[ 15  45 -55],[ 55  30 -75],[ 65 -50 -45]
2375,151050,105040,504015,401510,[ 30  70 -45],[ 20  45 -50],[ 60  35 -75],[ 70 -45 -55]
2376,151050,105045,504515,451510,[ 30  75 -40],[ 25  45 -45],[ 65  40 -75],[ 75 -40 -65]
2377,15200,2005,0515,51520,[-10 -35  20],[ -5 -25  25],[-25 -20  35],[-35  20  25]
2378,15200,20010,01015,101520,[-10 -30  25],[  0 -25  30],[-20 -15  35],[-30  25  15]
2379,15200,20025,02515,251520,[-10 -15  40],[ 15 -25  45],[-5  0 35],[-15  40 -15]
2380,15200,20030,03015,301520,[-10 -10  45],[ 20 -25  50],[ 0  5 35],[-10  45 -25]
2381,15200,20035,03515,351520,[-10  -5  50],[ 25 -25  55],[ 5 10 35],[ -5  50 -35]
2382,15200,20040,04015,401520,[-10   0  55],[ 30 -25  60],[10 15 35],[  0  55 -45]
2383,15200,20045,04515,451520,[-10   5  60],[ 35 -25  65],[15 20 35],[  5  60 -55]
2384,15200,20050,05015,501520,[-10  10  65],[ 40 -25  70],[20 25 35],[ 10  65 -65]
2385,15205,2050,5015,01520,[-23 -40  55],[-28 -25  60],[-25 -25  25],[  1  15 -65]
2386,15205,20510,51015,101520,[ -5 -25  15],[  0 -20  20],[-15 -15  25],[-25  15  15]
2387,15205,20525,52515,251520,[ -5 -10  30],[ 15 -20  35],[ 0  0 25],[-10  30 -15]
2388,15205,20530,53015,301520,[-5 -5 35],[ 20 -20  40],[ 5  5 25],[ -5  35 -25]
2389,15205,20535,53515,351520,[-5  0 40],[ 25 -20  45],[10 10 25],[  0  40 -35]
2390,15205,20540,54015,401520,[-5  5 45],[ 30 -20  50],[15 15 25],[  5  45 -45]
2391,15205,20545,54515,451520,[-5 10 50],[ 35 -20  55],[20 20 25],[ 10  50 -55]
2392,15205,20550,55015,501520,[-5 15 55],[ 40 -20  60],[25 25 25],[ 15  55 -65]
2393,152010,20100,10015,01520,[  0 -30  -5],[-10 -15   0],[-20 -25  15],[-30  -5  35]
2394,152010,20105,10515,51520,[  0 -25   0],[ -5 -15   5],[-15 -20  15],[-25   0  25]
2395,152010,201025,102515,251520,[ 0 -5 20],[ 15 -15  25],[ 5  0 15],[ -5  20 -15]
2396,152010,201030,103015,301520,[ 0  0 25],[ 20 -15  30],[10  5 15],[  0  25 -25]
2397,152010,201035,103515,351520,[ 0  5 30],[ 25 -15  35],[15 10 15],[  5  30 -35]
2398,152010,201040,104015,401520,[ 0 10 35],[ 30 -15  40],[20 15 15],[ 10  35 -45]
2399,152010,201045,104515,451520,[ 0 15 40],[ 35 -15  45],[25 20 15],[ 15  40 -55]
2400,152010,201050,105015,501520,[ 0 20 45],[ 40 -15  50],[30 25 15],[ 20  45 -65]
2401,152025,20250,25015,01520,[-8 12 15],[-10 -23  20],[-28  25 -15],[-38  61 -65]
2402,152025,20255,25515,51520,[ 15 -10 -30],[ -5   0 -25],[  0 -20 -15],[-10 -30  25]
2403,152025,202510,251015,101520,[ 15  -5 -25],[  0   0 -20],[  5 -15 -15],[ -5 -25  15]
2404,152025,202530,253015,301520,[15 15 -5],[20  0  0],[ 25   5 -15],[ 15  -5 -25]
2405,152025,202535,253515,351520,[15 20  0],[25  0  5],[ 30  10 -15],[ 20   0 -35]
2406,152025,202540,254015,401520,[15 25  5],[30  0 10],[ 35  15 -15],[ 25   5 -45]
2407,152025,202545,254515,451520,[15 30 10],[35  0 15],[ 40  20 -15],[ 30  10 -55]
2408,152025,202550,255015,501520,[15 35 15],[40  0 20],[ 45  25 -15],[ 35  15 -65]
2409,152030,20300,30015,01520,[ 20 -10 -45],[-10   5 -40],[  0 -25 -25],[-10 -45  35]
2410,152030,20305,30515,51520,[ 20  -5 -40],[ -5   5 -35],[  5 -20 -25],[ -5 -40  25]
2411,152030,203010,301015,101520,[ 20   0 -35],[  0   5 -30],[ 10 -15 -25],[  0 -35  15]
2412,152030,203025,302515,251520,[ 20  15 -20],[ 15   5 -15],[ 25   0 -25],[ 15 -20 -15]
2413,152030,203035,303515,351520,[ 20  25 -10],[25  5 -5],[ 35  10 -25],[ 25 -10 -35]
2414,152030,203040,304015,401520,[20 30 -5],[30  5  0],[ 40  15 -25],[ 30  -5 -45]
2415,152030,203045,304515,451520,[20 35  0],[35  5  5],[ 45  20 -25],[ 35   0 -55]
2416,152030,203050,305015,501520,[20 40  5],[40  5 10],[ 50  25 -25],[ 40   5 -65]
2417,152035,20350,35015,01520,[-7 13 -5],[-10 -22   0],[-27  25 -35],[-37  59 -65]
2418,152035,20355,35515,51520,[ 25   0 -50],[ -5  10 -45],[ 10 -20 -35],[  0 -50  25]
2419,152035,203510,351015,101520,[ 25   5 -45],[  0  10 -40],[ 15 -15 -35],[  5 -45  15]
2420,152035,203525,352515,251520,[ 25  20 -30],[ 15  10 -25],[ 30   0 -35],[ 20 -30 -15]
2421,152035,203530,353015,301520,[ 25  25 -25],[ 20  10 -20],[ 35   5 -35],[ 25 -25 -25]
